CPU: Intel Sandy Bridge microarchitecture, speed 2.301e+06 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 200000
samples  cum. samples  %        cum. %     linenr info                 image name               symbol name
1        5556083       1.8e-05  99.9983    random.c:590                vmlinux                  credit_entropy_bits.part.7
1        5556084       1.8e-05  99.9983    dcache.c:1360               vmlinux                  d_alloc_pseudo
1        5556085       1.8e-05  99.9983    dcache.c:1433               vmlinux                  d_instantiate
1        5556086       1.8e-05  99.9983    workqueue.c:1102            vmlinux                  delayed_work_timer_fn
1        5556087       1.8e-05  99.9984    dcache.c:346                vmlinux                  dentry_lru_prune
1        5556088       1.8e-05  99.9984    rt.c:1138                   vmlinux                  dequeue_rt_stack
1        5556089       1.8e-05  99.9984    inode.c:258                 vmlinux                  destroy_inode
1        5556090       1.8e-05  99.9984    slub.c:1451                 vmlinux                  discard_slab
1        5556091       1.8e-05  99.9984    dnotify.c:170               vmlinux                  dnotify_flush
1        5556092       1.8e-05  99.9985    irq.c:182                   vmlinux                  do_IRQ
1        5556093       1.8e-05  99.9985    rcutree.c:669               vmlinux                  dyntick_save_progress_counter
1        5556094       1.8e-05  99.9985    elevator.c:347              vmlinux                  elv_dispatch_sort
1        5556095       1.8e-05  99.9985    eventpoll.c:987             vmlinux                  ep_ptable_queue_proc
1        5556096       1.8e-05  99.9985    fbcon.c:1705                vmlinux                  fbcon_redraw.isra.21
1        5556097       1.8e-05  99.9985    open.c:838                  vmlinux                  fd_install
1        5556098       1.8e-05  99.9986    fib_trie.c:1419             vmlinux                  fib_table_lookup
1        5556099       1.8e-05  99.9986    file_table.c:47             vmlinux                  file_free_rcu
1        5556100       1.8e-05  99.9986    open.c:1013                 vmlinux                  filp_close
1        5556101       1.8e-05  99.9986    filemap.c:814               vmlinux                  find_get_pages
1        5556102       1.8e-05  99.9986    find_next_bit.c:71          vmlinux                  find_next_zero_bit
1        5556103       1.8e-05  99.9987    tlb.c:237                   vmlinux                  flush_tlb_page
1        5556104       1.8e-05  99.9987    rcutree.c:1685              vmlinux                  force_qs_rnp
1        5556105       1.8e-05  99.9987    blk-core.c:1640             vmlinux                  generic_make_request_checks
1        5556106       1.8e-05  99.9987    core.c:1133                 vmlinux                  get_device
1        5556107       1.8e-05  99.9987    inode.c:877                 vmlinux                  get_next_ino
1        5556108       1.8e-05  99.9987    irq_64.c:78                 vmlinux                  handle_irq
1        5556109       1.8e-05  99.9988    futex.c:157                 vmlinux                  hash_futex
1        5556110       1.8e-05  99.9988    hrtimer.c:532               vmlinux                  hrtimer_force_reprogram
1        5556111       1.8e-05  99.9988    inet_connection_sock.c:346  vmlinux                  inet_csk_clear_xmit_timers
1        5556112       1.8e-05  99.9988    af_inet.c:418               vmlinux                  inet_release
1        5556113       1.8e-05  99.9988    af_inet.c:135               vmlinux                  inet_sock_destruct
1        5556114       1.8e-05  99.9988    inet_timewait_sock.c:53     vmlinux                  inet_twsk_bind_unhash
1        5556115       1.8e-05  99.9989    inet_timewait_sock.c:344    vmlinux                  inet_twsk_schedule
1        5556116       1.8e-05  99.9989    entry_64.S:692              vmlinux                  int_check_syscall_exit_work
1        5556117       1.8e-05  99.9989    entry_64.S:665              vmlinux                  int_with_check
1        5556118       1.8e-05  99.9989    ip_output.c:1103            vmlinux                  ip_append_data
1        5556119       1.8e-05  99.9989    ip_output.c:1370            vmlinux                  ip_send_skb
1        5556120       1.8e-05  99.9990    ip_output.c:1048            vmlinux                  ip_setup_cork
1        5556121       1.8e-05  99.9990    swiotlb.c:326               vmlinux                  is_swiotlb_buffer
1        5556122       1.8e-05  99.9990    kvmclock.c:119              vmlinux                  kvm_check_and_clear_guest_paused
1        5556123       1.8e-05  99.9990    buffer.c:407                vmlinux                  mark_buffer_async_write
1        5556124       1.8e-05  99.9990    memcontrol.c:2645           vmlinux                  mem_cgroup_split_huge_fixup
1        5556125       1.8e-05  99.9990    memmove_64.S:31             vmlinux                  memmove
1        5556126       1.8e-05  99.9991    module.c:978                vmlinux                  module_put
1        5556127       1.8e-05  99.9991    socket.c:214                vmlinux                  move_addr_to_user
1        5556128       1.8e-05  99.9991    dmaengine.c:342             vmlinux                  net_dma_find_channel
1        5556129       1.8e-05  99.9991    inode.c:907                 vmlinux                  new_inode_pseudo
1        5556130       1.8e-05  99.9991    rmap.c:968                  vmlinux                  page_mkclean
1        5556131       1.8e-05  99.9992    blk-core.c:1195             vmlinux                  part_round_stats_single
1        5556132       1.8e-05  99.9992    pgtable-generic.c:88        vmlinux                  ptep_clear_flush
1        5556133       1.8e-05  99.9992    cred.c:132                  vmlinux                  put_cred_rcu
1        5556134       1.8e-05  99.9992    radix-tree.c:676            vmlinux                  radix_tree_next_chunk
1        5556135       1.8e-05  99.9992    softirq.c:362               vmlinux                  raise_softirq_irqoff
1        5556136       1.8e-05  99.9992    random32.c:71               vmlinux                  random32
1        5556137       1.8e-05  99.9993    rcutree.c:1209              vmlinux                  rcu_report_qs_rnp
1        5556138       1.8e-05  99.9993    rcutree.c:1057              vmlinux                  rcu_start_gp
1        5556139       1.8e-05  99.9993    buffer.c:3163               vmlinux                  recalc_bh_state.part.10
1        5556140       1.8e-05  99.9993    eventpoll.c:1060            vmlinux                  reverse_path_check_proc
1        5556141       1.8e-05  99.9993    fair.c:3540                 vmlinux                  scale_rt_power
1        5556142       1.8e-05  99.9994    scsi_error.c:1426           vmlinux                  scsi_decide_disposition
1        5556143       1.8e-05  99.9994    scsi_lib.c:319              vmlinux                  scsi_device_unbusy
1        5556144       1.8e-05  99.9994    scsi.c:799                  vmlinux                  scsi_finish_command
1        5556145       1.8e-05  99.9994    scsi_lib.c:310              vmlinux                  scsi_init_cmd_errh
1        5556146       1.8e-05  99.9994    scsi.c:177                  vmlinux                  scsi_pool_alloc_command
1        5556147       1.8e-05  99.9994    scsi_lib.c:419              vmlinux                  scsi_run_queue
1        5556148       1.8e-05  99.9995    scsi_lib.c:1464             vmlinux                  scsi_softirq_done
1        5556149       1.8e-05  99.9995    sd.c:676                    vmlinux                  sd_prep_fn
1        5556150       1.8e-05  99.9995    security.c:726              vmlinux                  security_file_fcntl
1        5556151       1.8e-05  99.9995    security.c:655              vmlinux                  security_file_free
1        5556152       1.8e-05  99.9995    security.c:1312             vmlinux                  security_skb_classify_flow
1        5556153       1.8e-05  99.9996    netlabel.c:402              vmlinux                  selinux_netlbl_socket_setsockopt
1        5556154       1.8e-05  99.9996    scatterlist.c:30            vmlinux                  sg_next
1        5556155       1.8e-05  99.9996    sock.c:1309                 vmlinux                  sk_free
1        5556156       1.8e-05  99.9996    stream.c:96                 vmlinux                  sk_stream_wait_close
1        5556157       1.8e-05  99.9996    skbuff.c:1926               vmlinux                  skb_checksum
1        5556158       1.8e-05  99.9996    socket.c:241                vmlinux                  sock_alloc_inode
1        5556159       1.8e-05  99.9997    sock.c:2062                 vmlinux                  sock_def_error_report
1        5556160       1.8e-05  99.9997    sock.c:2051                 vmlinux                  sock_def_wakeup
1        5556161       1.8e-05  99.9997    socket.c:267                vmlinux                  sock_destroy_inode
1        5556162       1.8e-05  99.9997    memcontrol.c:455            vmlinux                  sock_release_memcg
1        5556163       1.8e-05  99.9997    open.c:1040                 vmlinux                  sys_close
1        5556164       1.8e-05  99.9997    futex.c:2702                vmlinux                  sys_futex
1        5556165       1.8e-05  99.9998    pid.c:515                   vmlinux                  task_active_pid_ns
1        5556166       1.8e-05  99.9998    task_work.c:59              vmlinux                  task_work_run
1        5556167       1.8e-05  99.9998    tcp_input.c:4963            vmlinux                  tcp_cwnd_application_limited
1        5556168       1.8e-05  99.9998    tcp.c:3514                  vmlinux                  tcp_done
1        5556169       1.8e-05  99.9998    tcp_output.c:1194           vmlinux                  tcp_fragment
1        5556170       1.8e-05  99.9999    tcp.c:2713                  vmlinux                  tcp_setsockopt
1        5556171       1.8e-05  99.9999    tcp_timer.c:448             vmlinux                  tcp_write_timer_handler
1        5556172       1.8e-05  99.9999    tcp_metrics.c:179           vmlinux                  tcpm_check_stamp
1        5556173       1.8e-05  99.9999    swiotlb.c:711               vmlinux                  unmap_single
1        5556174       1.8e-05  99.9999    fair.c:737                  vmlinux                  update_stats_wait_end
1        5556175       1.8e-05  99.9999    core.c:582                  vmlinux                  wake_up_idle_cpu
1        5556176       1.8e-05  100.000    fair.c:2850                 vmlinux                  wakeup_preempt_entity.isra.35
1        5556177       1.8e-05  100.000    wakeup.c:181                vmlinux                  wakeup_source_unregister
1        5556178       1.8e-05  100.000    workqueue.c:705             vmlinux                  wq_worker_waking_up
